1	257
2	24
3	14
4	9
5	2
6	3
7	2
8	1
9	1
10	3
11	0
12	0
13	0
14	3
15	0
16	2
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	1
72	1
73	0
74	0
75	1
76	1
77	1
78	2
79	2
80	2
81	4
82	9
83	8
84	21
85	39
86	91
87	157
88	304
89	582
90	871
91	1213
92	1547
93	1602
94	1497
95	1067
96	592
97	287
98	87
99	11
