10	296399
28	5432
47	1784
65	1045
84	647
102	460
121	347
140	295
158	254
177	227
195	155
214	164
232	139
251	99
269	80
288	68
306	60
325	49
343	37
362	37
381	31
399	25
418	29
436	21
455	13
473	8
492	8
510	6
529	6
547	8
566	5
585	6
603	3
622	3
640	3
659	2
677	0
696	2
714	1
733	4
751	0
770	0
788	1
807	1
826	4
844	1
863	3
881	3
900	3
918	2
937	5
955	2
974	2
992	3
1011	4
1029	4
1048	5
1067	16
1085	11
1104	9
1122	9
1141	17
1159	21
1178	33
1196	22
1215	38
1233	33
1252	50
1270	55
1289	60
1308	65
1326	85
1345	118
1363	118
1382	130
1400	163
1419	175
1437	241
1456	260
1474	285
1493	307
1512	405
1530	457
1549	522
1567	624
1586	776
1604	873
1623	1037
1641	1030
1660	782
1678	597
1697	347
1715	124
1734	42
1753	19
1771	0
1790	1
1808	0
1827	0
1845	1
