10	204797
28	2831
47	1028
65	675
84	483
103	384
121	272
140	256
158	194
177	194
195	130
214	120
232	106
251	63
269	65
288	48
307	44
325	24
344	29
362	28
381	21
399	11
418	7
436	10
455	7
474	9
492	3
511	5
529	4
548	4
566	2
585	1
603	2
622	1
640	0
659	1
678	1
696	1
715	0
733	0
752	0
770	0
789	0
807	0
826	0
845	0
863	0
882	0
900	0
919	0
937	0
956	0
974	0
993	1
1011	0
1030	1
1049	1
1067	2
1086	0
1104	0
1123	2
1141	1
1160	0
1178	3
1197	4
1216	5
1234	9
1253	15
1271	10
1290	10
1308	18
1327	20
1345	26
1364	21
1382	42
1401	47
1420	41
1438	49
1457	57
1475	107
1494	112
1512	104
1531	128
1549	167
1568	209
1587	239
1605	255
1624	346
1642	393
1661	514
1679	704
1698	812
1716	1133
1735	1290
1753	1311
1772	921
1791	596
1809	212
1828	59
1846	3
