1	2030968
1	0
1	0
2	568345
2	0
2	0
3	290273
3	0
3	0
4	156917
4	0
4	0
5	89994
5	0
5	0
6	53482
6	0
6	0
7	32607
7	0
7	0
8	20493
8	0
8	0
9	13086
9	0
9	0
10	8366
10	0
10	0
11	5586
11	0
11	0
12	3705
12	0
12	0
13	2362
13	0
13	0
14	1698
14	0
14	0
15	1181
15	0
15	0
16	733
16	0
16	0
17	475
17	0
17	0
17	327
18	0
18	0
18	243
19	0
19	0
19	192
20	0
20	0
20	123
21	0
21	0
21	79
22	0
22	0
22	43
23	0
23	0
23	33
24	0
24	0
24	31
25	0
25	0
25	23
26	0
26	0
26	13
27	0
27	0
27	6
28	0
28	0
28	8
29	0
29	0
29	3
30	0
30	0
30	1
31	0
31	0
31	2
32	0
32	0
32	0
33	0
33	0
33	1
