1	86348
1	0
1	0
2	25168
2	0
2	0
3	13248
3	0
3	0
4	7422
4	0
4	0
5	4398
5	0
5	0
6	2674
6	0
6	0
7	1696
7	0
7	0
8	1097
8	0
8	0
9	695
9	0
9	0
10	482
10	0
10	0
11	333
11	0
11	0
12	242
12	0
12	0
13	147
13	0
13	0
14	115
14	0
14	0
15	74
15	0
15	0
16	48
16	0
16	0
17	27
17	0
17	0
17	19
18	0
18	0
18	19
19	0
19	0
19	8
20	0
20	0
20	11
21	0
21	0
21	8
22	0
22	0
22	4
23	0
23	0
23	3
24	0
24	0
24	1
25	0
25	0
25	2
26	0
26	0
26	0
27	0
27	0
27	1
28	0
28	0
28	0
29	0
29	0
29	0
30	0
30	0
30	0
31	0
31	0
31	0
32	0
32	0
32	0
33	0
33	0
33	1
