2	7340710
4	1046022
6	580445
8	365723
10	249038
12	177335
14	130972
16	98311
18	75866
20	59365
22	46906
24	37446
26	30013
28	24331
30	19775
32	16500
34	19488
37	10261
39	8404
41	7159
43	6084
45	4938
47	4278
49	3622
51	3007
53	2578
55	2195
57	1806
59	1539
61	1343
63	1077
65	935
67	816
70	982
72	579
74	506
76	387
78	402
80	322
82	246
84	240
86	176
88	181
90	138
92	118
94	113
96	102
98	85
100	55
102	62
105	71
107	44
109	42
111	48
113	38
115	21
117	18
119	22
121	20
123	12
125	11
127	7
129	10
131	8
133	7
135	2
137	3
140	5
142	5
144	2
146	1
148	2
150	4
152	2
154	2
156	2
158	3
160	1
162	0
164	1
166	2
168	1
170	1
173	1
175	0
177	0
179	0
181	0
183	0
185	0
187	0
189	0
191	0
193	0
195	0
197	0
199	1
201	0
203	0
205	1
