6	1110845
16	76263
26	33590
36	19628
46	13147
56	10107
67	6821
77	5236
87	4263
97	3519
107	2925
118	2746
128	2137
138	1808
148	1531
158	1410
168	1271
179	1141
189	944
199	833
209	784
219	701
230	692
240	553
250	499
260	443
270	437
280	414
291	374
301	335
311	271
321	278
331	257
342	257
352	208
362	171
372	175
382	171
392	164
403	151
413	135
423	128
433	118
443	120
454	120
464	94
474	89
484	80
494	70
504	61
515	86
525	45
535	52
545	55
555	44
565	45
576	45
586	39
596	33
606	30
616	32
627	36
637	28
647	30
657	23
667	20
677	20
688	20
698	15
708	16
718	6
728	9
739	12
749	11
759	10
769	6
779	7
789	10
800	7
810	2
820	2
830	1
840	4
851	2
861	1
871	3
881	2
891	1
901	1
912	0
922	1
932	0
942	0
952	0
963	0
973	0
983	0
993	0
1003	1
1013	2
