28	2633428
83	31276
137	11276
192	5884
247	3770
301	2631
356	1778
411	1483
466	1202
520	978
575	755
630	647
684	600
739	481
794	470
849	390
903	344
958	291
1013	281
1067	286
1122	205
1177	224
1231	218
1286	190
1341	176
1396	174
1450	147
1505	132
1560	126
1614	133
1669	120
1724	127
1779	127
1833	113
1888	135
1943	137
1997	108
2052	100
2107	98
2162	133
2216	109
2271	118
2326	140
2380	119
2435	109
2490	124
2545	133
2599	135
2654	119
2709	152
2763	136
2818	123
2873	134
2927	133
2982	142
3037	155
3092	156
3146	159
3201	169
3256	167
3310	178
3365	186
3420	190
3475	197
3529	208
3584	231
3639	216
3693	221
3748	214
3803	229
3858	232
3912	230
3967	203
4022	248
4076	212
4131	221
4186	222
4241	247
4295	238
4350	220
4405	205
4459	213
4514	194
4569	205
4623	171
4678	166
4733	137
4788	138
4842	117
4897	103
4952	75
5006	61
5061	42
5116	26
5171	26
5225	13
5280	10
5335	2
5389	2
5444	1
