1	17157
2	4300
3	2932
3	2046
4	1386
5	0
6	1044
7	841
8	697
8	559
9	506
10	0
11	413
12	372
13	341
13	301
14	253
15	0
16	220
17	190
18	200
18	155
19	159
20	0
21	162
22	147
22	143
23	131
24	126
25	0
26	129
27	130
27	119
28	138
29	138
30	0
31	123
32	131
32	114
33	116
34	128
35	0
36	146
37	124
37	121
38	143
39	166
40	0
41	153
42	129
42	152
43	156
44	0
45	163
46	159
47	171
47	184
48	179
49	0
50	174
51	212
52	207
52	239
53	239
54	0
55	255
56	276
57	245
57	266
58	273
59	0
60	270
61	337
62	344
62	336
63	354
64	0
65	318
66	332
66	296
67	282
68	217
69	0
70	214
71	200
71	141
72	106
73	85
74	0
75	59
76	47
76	37
77	14
78	7
79	0
80	9
81	1
81	1
82	1
83	1
