2	6513685
5	1229014
7	572299
10	238444
13	245209
15	164791
18	81736
21	94019
23	69662
26	37017
29	44606
31	34951
34	19048
37	23530
40	18972
42	15257
45	8256
48	10755
50	8701
53	4993
56	6340
58	5279
61	2948
64	3799
66	3211
69	1881
72	2389
74	1902
77	1681
80	935
83	1233
85	1036
88	600
91	778
93	683
96	409
99	532
101	444
104	243
107	337
109	298
112	143
115	219
118	194
120	175
123	106
126	109
128	102
131	61
134	85
136	70
139	40
142	52
144	42
147	37
150	35
152	34
155	33
158	11
161	13
163	15
166	12
169	7
171	15
174	4
177	9
179	5
182	5
185	6
187	3
190	5
193	7
196	3
198	2
201	0
204	0
206	4
209	1
212	1
214	1
217	0
220	0
222	1
225	1
228	0
230	0
233	0
236	1
239	0
241	0
244	0
247	0
249	1
252	0
255	0
257	1
260	0
263	0
265	0
268	1
