1	6292468
3	1477213
5	750639
7	448952
9	297645
11	208292
13	152537
15	114819
17	88219
19	68554
21	54147
23	43651
25	35149
27	28868
29	23722
31	19306
33	16119
35	13337
37	11325
39	9302
41	7876
43	6658
45	5732
47	4837
49	4036
51	3332
53	2993
55	2535
57	2242
59	1795
61	1567
63	1361
65	1166
67	999
69	885
71	733
73	620
75	502
77	527
79	441
81	388
83	342
85	262
87	223
89	202
91	181
93	168
95	135
97	141
99	86
101	90
103	87
105	60
107	61
109	55
111	51
113	53
115	27
117	29
119	20
121	28
123	26
125	16
127	17
129	21
131	14
133	11
135	9
137	9
139	10
141	6
143	7
145	6
147	10
149	2
151	3
153	3
155	2
157	1
159	6
161	2
163	1
165	1
167	1
169	1
171	1
173	0
175	1
177	1
179	0
181	0
183	1
185	1
187	0
189	0
191	0
193	0
195	0
197	0
199	2
