37	786459
110	3086
183	1636
256	1006
329	704
402	542
475	373
548	279
621	190
694	152
768	98
841	67
914	49
987	25
1060	28
1133	20
1206	18
1279	3
1352	6
1425	5
1498	2
1571	1
1644	7
1717	1
1790	1
1863	2
1936	0
2009	0
2082	0
2155	0
2229	0
2302	1
2375	0
2448	0
2521	0
2594	0
2667	0
2740	0
2813	0
2886	0
2959	0
3032	0
3105	0
3178	0
3251	0
3324	0
3397	0
3470	0
3543	0
3616	0
3690	0
3763	0
3836	0
3909	0
3982	0
4055	0
4128	0
4201	0
4274	0
4347	0
4420	1
4493	0
4566	0
4639	0
4712	0
4785	0
4858	2
4931	1
5004	1
5077	3
5151	4
5224	2
5297	1
5370	7
5443	2
5516	6
5589	12
5662	19
5735	21
5808	38
5881	45
5954	67
6027	107
6100	153
6173	176
6246	229
6319	327
6392	384
6465	560
6538	598
6612	742
6685	870
6758	1082
6831	1496
6904	1567
6977	1091
7050	352
7123	33
7196	0
7269	1
