40	361560
118	2453
196	1400
274	843
352	480
431	328
509	207
587	102
665	89
743	30
822	12
900	12
978	10
1056	4
1135	2
1213	1
1291	0
1369	1
1447	0
1526	0
1604	0
1682	0
1760	0
1838	0
1917	0
1995	0
2073	0
2151	0
2229	0
2308	0
2386	0
2464	0
2542	0
2621	0
2699	0
2777	0
2855	0
2933	0
3012	0
3090	0
3168	0
3246	0
3324	0
3403	0
3481	0
3559	0
3637	0
3715	0
3794	0
3872	0
3950	0
4028	0
4107	0
4185	0
4263	0
4341	0
4419	0
4498	0
4576	0
4654	0
4732	0
4810	0
4889	0
4967	0
5045	0
5123	0
5201	0
5280	0
5358	0
5436	0
5514	0
5593	0
5671	0
5749	0
5827	0
5905	0
5984	0
6062	1
6140	0
6218	0
6296	0
6375	4
6453	4
6531	9
6609	8
6687	16
6766	43
6844	47
6922	99
7000	182
7079	257
7157	438
7235	590
7313	735
7391	1022
7470	1461
7548	2183
7626	2307
7704	579
7782	15
