1	7800886
1	0
1	0
1	0
1	0
2	1643151
2	0
2	0
2	0
2	0
3	576231
3	0
3	0
3	0
3	0
4	215425
4	0
4	0
4	0
4	0
5	84315
5	0
5	0
5	0
5	0
6	34151
6	0
6	0
6	0
6	0
7	14309
7	0
7	0
7	0
7	0
8	6155
8	0
8	0
8	0
8	0
9	2681
9	0
9	0
9	0
9	0
10	1167
10	0
10	0
10	0
10	0
11	485
11	0
11	0
11	0
11	0
12	202
12	0
12	0
12	0
12	0
13	103
13	0
13	0
13	0
13	0
14	47
14	0
14	0
14	0
14	0
15	18
15	0
15	0
15	0
15	0
16	8
16	0
16	0
16	0
16	0
17	4
17	0
17	0
17	0
17	0
18	2
18	0
18	0
18	0
18	0
19	0
19	0
19	0
19	0
19	0
20	0
20	0
20	0
20	0
20	1
