0.010	0.0	1.9079
0.015	0.0	2.1683
0.020	0.0	2.3813
0.025	0.0	2.6345
0.030	0.0	2.8805
0.035	0.0	3.1135
0.040	0.0	3.33
0.045	0.0	3.5259
0.050	0.0	3.7485
0.055	0.0	3.9538
0.060	0.0	4.1626
0.065	0.0	4.3852
0.070	0.0	4.5891
0.075	0.0	4.8092
0.080	0.0	5.0362
0.085	0.0	5.2521
0.090	0.0	5.4789
0.095	0.0	5.7059
0.100	0.0	5.9533
0.105	0.0	6.1816
0.110	0.0	6.4227
0.115	0.0	6.6615
0.120	0.0	6.9538
0.125	0.0	7.1811
0.130	0.0	7.4537
0.135	0.0	7.7434
0.140	0.0	8.0078
0.145	0.0	8.3468
0.150	0.0	8.6121
0.155	0.0	8.9164
0.160	0.0	9.2185
0.165	0.0	9.5572
0.170	0.0	9.8869
0.175	0.0	10.2608
0.180	0.0	10.5796
0.185	0.0	10.9628
0.190	0.0	11.3716
0.195	0.0	11.7906
0.200	0.0	12.1611
0.205	0.0	12.5781
0.210	0.0	13.0092
0.215	0.0	13.4526
0.220	0.0	13.9513
0.225	0.0	14.4457
0.230	0.0	14.8904
0.235	0.0	15.4325
0.240	0.0	15.9891
0.245	0.0	16.5353
0.250	0.0	17.1075
0.255	0.0	17.7928
0.260	0.0	18.3488
0.265	0.0	19.0582
0.270	0.0	19.7466
0.275	0.0	20.4691
0.280	0.0	21.2709
0.285	0.0	22.013
0.290	0.0	22.9093
0.295	0.0	23.6592
0.300	0.0	24.649
0.305	0.0	25.6114
0.310	0.0	26.5127
0.315	0.0	27.6828
0.320	0.0	28.6654
0.325	0.0	29.9409
0.330	0.0	31.2789
0.335	0.0	32.5534
0.340	0.0	33.8058
0.345	0.0	35.1783
0.350	0.0	36.6632
0.355	0.0	38.3323
0.360	0.0	39.8974
0.365	0.0	41.7692
0.370	0.0	43.7852
0.375	0.0	45.9004
0.380	0.0	48.0483
0.385	0.0	50.3134
0.390	0.0	52.6487
0.395	0.0	55.3119
0.400	0.0	58.3429
0.405	0.0	61.2315
0.410	0.0	64.7169
0.415	0.0	67.8052
0.420	0.0	71.6367
0.425	0.0	75.762
0.430	0.0	80.3255
0.435	0.0	85.0984
0.440	0.0	90.2961
0.445	0.0	95.8136
0.450	0.0	101.8114
0.455	0.0	108.8865
0.460	0.0	116.1488
0.465	0.0	125.1709
0.470	0.0	132.9773
0.475	0.0	143.6952
0.480	0.0	153.8031
0.485	0.0	166.755
0.490	0.0	180.6048
0.495	0.0	196.6909
0.500	0.0	214.4849
0.505	0.0	233.2524
0.510	0.0	257.4948
0.515	0.0	282.7488
0.520	0.0	311.4096
0.525	0.0001	345.3611
0.530	0.0003	385.3608
0.535	0.0007	431.6588
0.540	0.0022	489.6579
0.545	0.0029	554.7039
0.550	0.0078	632.8197
0.555	0.0123	720.974
0.560	0.0283	834.5609
0.565	0.051	979.5654
0.570	0.0906	1145.3119
0.575	0.1482	1336.2824
0.580	0.2177	1559.0878
0.585	0.3225	1837.4282
0.590	0.4361	2137.6045
0.595	0.5643	2471.9118
0.600	0.6675	2837.4056
0.605	0.7656	3187.5316
0.610	0.8518	3551.2631
0.615	0.9061	3897.4202
0.620	0.948	4209.113
0.625	0.9737	4503.0568
0.630	0.986	4734.0636
0.635	0.9928	4939.3707
0.640	0.9969	5116.6434
0.645	0.9985	5289.7639
0.650	0.9994	5436.0536
0.655	0.9999	5574.6488
0.660	1.0	5699.2284
0.665	0.9999	5802.1998
0.670	1.0	5921.5638
0.675	1.0	6017.8871
0.680	1.0	6121.3034
0.685	1.0	6210.5301
0.690	1.0	6308.5212
0.695	1.0	6393.415
0.700	1.0	6468.7944
0.705	1.0	6553.7836
0.710	1.0	6637.9396
0.715	1.0	6707.5943
0.720	1.0	6786.284
0.725	1.0	6859.6282
0.730	1.0	6930.9323
0.735	1.0	7004.973
0.740	1.0	7073.5548
0.745	1.0	7135.1986
0.750	1.0	7203.9871
0.755	1.0	7274.0921
0.760	1.0	7338.7827
0.765	1.0	7404.9011
0.770	1.0	7469.4333
0.775	1.0	7530.3741
0.780	1.0	7587.0334
0.785	1.0	7654.9941
0.790	1.0	7719.7039
0.795	1.0	7778.8803
0.800	1.0	7838.192
0.805	1.0	7896.0333
0.810	1.0	7958.8121
0.815	1.0	8017.0937
0.820	1.0	8074.7834
0.825	1.0	8134.2918
0.830	1.0	8194.1492
0.835	1.0	8252.6354
0.840	1.0	8307.9984
0.845	1.0	8364.5787
0.850	1.0	8422.0118
0.855	1.0	8478.6648
0.860	1.0	8534.7462
0.865	1.0	8590.7114
0.870	1.0	8645.4943
0.875	1.0	8702.912
0.880	1.0	8757.4865
0.885	1.0	8812.1788
0.890	1.0	8864.8646
0.895	1.0	8920.3826
0.900	1.0	8974.8243
0.905	1.0	9028.0318
0.910	1.0	9081.2681
0.915	1.0	9135.347
0.920	1.0	9186.9559
0.925	1.0	9239.5933
0.930	1.0	9292.1521
0.935	1.0	9343.5642
0.940	1.0	9394.9423
0.945	1.0	9446.7876
0.950	1.0	9497.5574
0.955	1.0	9548.3952
0.960	1.0	9598.7161
0.965	1.0	9649.3336
0.970	1.0	9699.5849
0.975	1.0	9749.9789
0.980	1.0	9799.6789
0.985	1.0	9850.0753
0.990	1.0	9899.8493
0.995	1.0	9950.0096
