0.010	0.0	1.3909
0.015	0.0	1.7014
0.020	0.0	1.9544
0.025	0.0	2.1296
0.030	0.0	2.3125
0.035	0.0	2.4642
0.040	0.0	2.6457
0.045	0.0	2.8084
0.050	0.0	2.9933
0.055	0.0	3.1859
0.060	0.0	3.3552
0.065	0.0	3.5073
0.070	0.0	3.6944
0.075	0.0	3.8483
0.080	0.0	4.0298
0.085	0.0	4.2054
0.090	0.0	4.3719
0.095	0.0	4.5592
0.100	0.0	4.7595
0.105	0.0	4.9364
0.110	0.0	5.1315
0.115	0.0	5.3215
0.120	0.0	5.5284
0.125	0.0	5.7302
0.130	0.0	5.9568
0.135	0.0	6.1634
0.140	0.0	6.3779
0.145	0.0	6.622
0.150	0.0	6.8312
0.155	0.0	7.0797
0.160	0.0	7.3196
0.165	0.0	7.621
0.170	0.0	7.8539
0.175	0.0	8.1086
0.180	0.0	8.3703
0.185	0.0	8.6401
0.190	0.0	8.9846
0.195	0.0	9.2592
0.200	0.0	9.5788
0.205	0.0	9.8754
0.210	0.0	10.2098
0.215	0.0	10.5626
0.220	0.0	10.9045
0.225	0.0	11.2796
0.230	0.0	11.6893
0.235	0.0	12.0977
0.240	0.0	12.4795
0.245	0.0	12.8602
0.250	0.0	13.2759
0.255	0.0	13.7698
0.260	0.0	14.288
0.265	0.0	14.7533
0.270	0.0	15.3058
0.275	0.0	15.774
0.280	0.0	16.4205
0.285	0.0	16.9558
0.290	0.0	17.5337
0.295	0.0	18.137
0.300	0.0	18.8437
0.305	0.0	19.4296
0.310	0.0	20.0666
0.315	0.0	20.9256
0.320	0.0	21.7965
0.325	0.0	22.7194
0.330	0.0	23.4697
0.335	0.0	24.4807
0.340	0.0	25.3659
0.345	0.0	26.2449
0.350	0.0	27.3176
0.355	0.0	28.6813
0.360	0.0	29.6491
0.365	0.0	31.0753
0.370	0.0	32.3201
0.375	0.0	33.6187
0.380	0.0	35.1466
0.385	0.0	36.6471
0.390	0.0	38.4696
0.395	0.0	40.2265
0.400	0.0	41.9147
0.405	0.0	43.8153
0.410	0.0	45.7151
0.415	0.0	48.307
0.420	0.0	50.9619
0.425	0.0	53.2653
0.430	0.0	56.3083
0.435	0.0	59.4133
0.440	0.0	62.6143
0.445	0.0	65.9131
0.450	0.0	69.704
0.455	0.0	73.5807
0.460	0.0001	78.4412
0.465	0.0	82.8728
0.470	0.0001	88.4914
0.475	0.0	93.8828
0.480	0.0001	100.1486
0.485	0.0002	107.1933
0.490	0.0005	114.7093
0.495	0.0008	123.2423
0.500	0.0017	132.5406
0.505	0.0021	142.6584
0.510	0.0032	153.4177
0.515	0.0047	164.4145
0.520	0.0061	179.6609
0.525	0.009	194.857
0.530	0.0147	211.1613
0.535	0.0235	229.6191
0.540	0.031	251.7736
0.545	0.0447	275.2926
0.550	0.0687	303.5522
0.555	0.0911	333.6454
0.560	0.1233	367.293
0.565	0.1706	405.2806
0.570	0.2128	444.3747
0.575	0.2664	488.385
0.580	0.3246	535.8926
0.585	0.3932	588.8067
0.590	0.4704	646.0968
0.595	0.5389	702.1622
0.600	0.6077	764.821
0.605	0.6789	825.5601
0.610	0.7401	888.1548
0.615	0.7887	951.6015
0.620	0.844	1013.0652
0.625	0.8809	1071.1422
0.630	0.9147	1129.3797
0.635	0.9379	1186.5716
0.640	0.9575	1235.1541
0.645	0.9699	1282.4964
0.650	0.9829	1322.2041
0.655	0.9866	1363.7162
0.660	0.9915	1399.2578
0.665	0.9938	1428.2322
0.670	0.9975	1462.1259
0.675	0.9979	1489.1149
0.680	0.9987	1514.5579
0.685	0.9991	1540.413
0.690	0.9995	1565.4459
0.695	0.9999	1589.0322
0.700	1.0	1612.8604
0.705	1.0	1630.2655
0.710	0.9999	1654.1176
0.715	0.9999	1674.8015
0.720	1.0	1692.9461
0.725	1.0	1712.0725
0.730	1.0	1729.1465
0.735	1.0	1746.923
0.740	1.0	1766.0043
0.745	1.0	1784.0601
0.750	1.0	1801.0255
0.755	1.0	1818.3628
0.760	1.0	1835.0435
0.765	1.0	1852.4165
0.770	1.0	1867.5244
0.775	1.0	1884.3159
0.780	1.0	1899.3214
0.785	1.0	1914.9419
0.790	1.0	1930.6679
0.795	1.0	1945.6042
0.800	1.0	1962.3458
0.805	1.0	1976.1869
0.810	1.0	1992.3285
0.815	1.0	2006.5962
0.820	1.0	2021.396
0.825	1.0	2036.0262
0.830	1.0	2050.1003
0.835	1.0	2064.1625
0.840	1.0	2079.5056
0.845	1.0	2094.8978
0.850	1.0	2107.578
0.855	1.0	2122.1162
0.860	1.0	2136.4519
0.865	1.0	2149.8229
0.870	1.0	2163.9885
0.875	1.0	2178.002
0.880	1.0	2190.8454
0.885	1.0	2205.1718
0.890	1.0	2218.548
0.895	1.0	2231.8247
0.900	1.0	2245.0522
0.905	1.0	2258.4296
0.910	1.0	2271.259
0.915	1.0	2284.4774
0.920	1.0	2297.3102
0.925	1.0	2310.6552
0.930	1.0	2323.3998
0.935	1.0	2336.4081
0.940	1.0	2349.5041
0.945	1.0	2361.8281
0.950	1.0	2374.6035
0.955	1.0	2387.183
0.960	1.0	2399.853
0.965	1.0	2412.2958
0.970	1.0	2424.9378
0.975	1.0	2437.3668
0.980	1.0	2450.0048
0.985	1.0	2462.4775
0.990	1.0	2474.9791
0.995	1.0	2487.5714
