1	85705
1	0
1	0
1	25231
2	0
2	0
2	0
3	13521
3	0
3	0
3	7565
4	0
4	0
4	0
5	4378
5	0
5	0
5	2868
6	0
6	0
6	0
7	1785
7	0
7	0
7	0
8	1114
8	0
8	0
8	743
9	0
9	0
9	0
10	488
10	0
10	0
10	397
11	0
11	0
11	0
12	263
12	0
12	0
12	175
13	0
13	0
13	0
14	107
14	0
14	0
14	65
15	0
15	0
15	0
15	58
16	0
16	0
16	0
17	43
17	0
17	0
17	24
18	0
18	0
18	0
19	17
19	0
19	0
19	9
20	0
20	0
20	0
21	11
21	0
21	0
21	3
22	0
22	0
22	0
22	5
23	0
23	0
23	0
24	2
24	0
24	0
24	1
25	0
25	0
25	0
26	2
26	0
26	0
26	0
27	0
27	0
27	0
28	1
28	0
28	0
28	2
