39	452211
116	2612
192	1539
269	877
346	589
423	391
499	227
576	151
653	88
730	56
806	38
883	32
960	13
1036	11
1113	4
1190	3
1267	1
1343	1
1420	0
1497	0
1574	1
1650	0
1727	0
1804	0
1881	0
1957	0
2034	0
2111	0
2188	0
2264	0
2341	0
2418	0
2495	0
2571	0
2648	0
2725	0
2802	0
2878	0
2955	0
3032	0
3108	0
3185	0
3262	0
3339	0
3415	0
3492	0
3569	0
3646	0
3722	0
3799	0
3876	0
3953	0
4029	0
4106	0
4183	0
4260	0
4336	0
4413	0
4490	0
4567	0
4643	0
4720	0
4797	0
4873	0
4950	0
5027	0
5104	0
5180	0
5257	0
5334	0
5411	0
5487	0
5564	0
5641	1
5718	0
5794	0
5871	0
5948	0
6025	1
6101	3
6178	2
6255	4
6332	9
6408	23
6485	36
6562	40
6639	63
6715	100
6792	170
6869	257
6945	371
7022	570
7099	689
7176	940
7252	1226
7329	1614
7406	2241
7483	1435
7559	197
7636	8
