1	88671
1	0
1	0
1	0
2	24948
2	0
2	0
2	0
2	12770
3	0
3	0
3	0
3	0
4	6994
4	0
4	0
4	0
5	3917
5	0
5	0
5	0
5	2244
6	0
6	0
6	0
6	0
7	1397
7	0
7	0
7	0
8	845
8	0
8	0
8	0
8	538
9	0
9	0
9	0
9	0
10	336
10	0
10	0
10	0
11	224
11	0
11	0
11	0
11	131
12	0
12	0
12	0
12	0
13	92
13	0
13	0
13	0
13	55
14	0
14	0
14	0
14	40
15	0
15	0
15	0
15	0
16	28
16	0
16	0
16	0
16	13
17	0
17	0
17	0
17	13
18	0
18	0
18	0
18	0
19	7
19	0
19	0
19	0
19	2
20	0
20	0
20	0
20	1
21	0
21	0
21	0
21	0
22	1
22	0
22	0
22	0
22	3
23	0
23	0
23	0
23	1
